recipe name,Category,Description,,,,
Chef Johns Chocolate Pecan Pie,dinner,"A 5-star pecan pie recipe can't get much better, but anything will always benefit from a little added chocolate! This easy and delicious recipe is based on Elaine Helms' popular Pecan Pie V, but I've added a touch of chocolate which puts this into a whole other league of dessert awesomeness!",,,,
Yummy Vegan Pesto Classico,lunch,"This is a classic recipe I use and love. Nutritional yeast is substituted for the traditionally used dairy. Tasty on pasta, bread, sandwiches, omelets, etc. Try adding sun-dried tomato slices post-completion for an added boost of rich flavor. P.S. - It also freezes beautifully.",,,,
Borage Pesto,dinner,Try a different kind of pesto by using borage instead of basil. Tastes great with noodles. Use young borage leaves.,,,,
Trofie alla Genovese,dessert,"Pesto pasta combined with potatoes and french green beans... hands down one of the tastiest vegetarian dishes I've ever had. Homemade trofie takes it to a whole other level, but I didn't feel like getting into all that here. Not quite authentic?-the lemon and vegetable stock are mine.",,,,
Easy Ramp Pesto,unknown,"When ramps are in reason, try making this tasty, easy ramp pesto. Tastes great with pasta or on bread.",,,,
Trofie al Pesto,unknown,Enjoy the meditative process of making your own trofie pasta and then savor the results once cooked and tossed with a bright and herby homemade pesto.,,,,
Birthday Cake for Your Cat,dinner,This is a fun cat birthday cake with tuna fish you can make for your favorite feline!,,,,
Lucky and Rippys Favorite Dog Food,dinner,"This boiled chicken and rice for dogs recipe has been reviewed and approved by my vet. Due to the pet food recall, I submitted this for other dog owners looking for a soft pet food alternative. This healthy recipe for dogs can be cut in half for smaller dogs. Combined with a kibble, this recipe lasts about 4 to 5 days for two large golden retrievers. Be sure that your vegetable mix contains no garlic or onions.",,,,
Homemade Dog Liver Bites,dinner,These chicken or beef liver dog treats are so easy to make with just five ingredients. I've been making these yummy bites for my dogs for over 20 years and have not yet had a complaint! These treats are great to have on hand for doggy visitors. They work well for concealing pills and can be crumbled onto regular dog food if your pooch has lost his appetite. Store extra bites in the refrigerator or freezer if you make a double batch.,,,,
Homemade Grain-Free Dog Food,unknown,"I developed this homemade grain-free dog food because my dog is getting older and his health has become more of a priority. I worry about how many nutrients kibble may lose through the cooking process. This food includes all of the vitamins, minerals, and essential fatty acids that my dog needs. It took me a bit of research to figure out what foods to use and in what proportions. The protein ingredients include liver and poultry (dark meat poultry is best), sunflower oil for linoleic acid, and 10 other essential amino acids that dogs need in their diet.",,,,
Homemade Dog Food with Beef,appetizer,"My Samoyed, as he grew out of puppyhood, refused to eat kibble (and even canned food) and would go days without eating or eating very little until he lost weight. Frustrated, I did some research and started giving him this homemade dog food twice a day. He is back to a normal weight, and is very happy! Store leftovers in an airtight container in the refrigerator for up to 1 week. Serve without bones; give separately as a treat as desired and use caution.",,,,
Doggy Meatloaf with Vegetables,dinner,"This is a simple, easy and nutritious recipe to use as a substitute for canned dog food.",,,,
Peanut Butter and Carrot Dog Treats,unknown,"These tasty dog treats made with crunchy peanut butter, grated carrots, pumpkin puree, and applesauce make great gifts for your dog-owning friends. You can use larger cookie cutters to make biscuit-sized treats or smaller ones, if needed, for training purposes. Store cooled treats in an airtight container for up to 1 week, or in the freezer for up to 3 months.",,,,
Sweet Potato Bird Balls,unknown,"This bird bread is an excellent staple to have; when you need a quick treat, defrost a few of these balls. Aside from softening the sweet potato in the microwave, this recipe does not require you to do any cooking at all. It's a relatively simple recipe you can make that will provide you with a big batch of treats that freeze well. The fresh fruits and vegetables are incredibly nutritious for your bird, and the cereal gives the balls a pleasant crunch.",,,,
Homemade Dog Food with Chicken,unknown,"Chicken thighs, green beans, and oatmeal served with kibble. I serve my dogs 1/4 cup of this recipe and 1/4 cup kibble mixed at breakfast and again at dinner. Your dog's size will determine the proper portion size of this homemade dog food. Let me know what your dog thinks!",,,,
Poochie Meat Cakes,dinner,"My dogs absolutely love this meat cake! I have four dogs, ranging from 5 to 17 years old (terriers of all sizes). After the big dog food scare, I didn't want to take chances, so I tried to figure out a healthy recipe for them. I wanted something with all the nutrients and fat they need, and this is what I came up with. The nice thing about this recipe is that it can be eaten by humans as well.",,,,
Buddys and Bubbas Homemade Dog Food,unknown,"This is a healthy addition to, or replacement for, your dog's daily meals that he will happily devour.",,,,
Sweet Potato Chews for Dogs,dessert,So simple to make and dogs love them! Treat your furry friend to a few. Store in the fridge for 1 week or freeze.,,,,
Homemade Dog Food with Meat and Vegetables,unknown,"Relatively easy recipe to make dog food. My dog has severe allergies, and he became intolerant to even the priciest prescription diet dog food. You can use other protein and starch sources, but the rule is 40% protein, 50% veggies, and 10% starch.",,,,
Pup-Cakes,appetizer,"These are nice cupcake treats for dogs that I made up for my dog Presley's 4th birthday. They are perfect for dogs with food allergies. Warning: they don't look pretty, but Fido will love them! These freeze well, and you can zap them in the microwave for a nice, occasional dog snack.",,,,
DIY Wholesome Homemade Dog Food,appetizer,"This is a well-balanced recipe, though it is always wise to rotate a variety of foods in your dog's diet. This makes enough to feed my Boston Terrier for several days. It's much more wholesome than store-bought dog food, and costs about the same as canned dog food. Recipe yield depends on the size of your dog(s).",,,,
Homemade Grain-Free Organic Dog Food,dessert,"If you are wanting to get your fur babies off of store-bought kibble, here's an option for homemade dog food where you control the ingredients. Change it as you like to meet your own pup's needs. You could also alternate between beef and chicken, or vary it as you desire. My dog is beyond excited to get her bowls of it!",,,,
Hot Italian Giardiniera,appetizer,"This giardiniera recipe is wonderful on Chicago-style Italian beef sandwiches, sausage sandwiches, French dips, pasta, or even as a pizza topping. You can even snack on it as is if you choose. Once you taste it, you will figure out what you prefer to use it on.",,,,
Pickled Onions,appetizer,Pickled red onions in red wine vinegar are easy to make! This tangy little condiment will spice up any dish.,,,,
Nanas Southern Pickled Peaches,appetizer,Pickled peaches are an old Southern favorite. Great on picnics with cucumber sandwiches or at Sunday supper.,,,,
Dilly Beans,appetizer,"Spicy pickled green beans made the old fashioned way. This was my grandmother's recipe, I hope you enjoy!",,,,
Perfect Pickled Onions,lunch,"Fresh, cold, and crisp pickled onions. So easy to make, you should always have these on hand to jazz up sandwiches, salads, charcuterie boards, tacos, and more. The leftover pickling liquid can be used to make dressings or marinades. They add a bright, tangy bite when served alongside rich foods.",,,,
Pickled Jalapenos and Carrots,lunch,"When we lived in California, I loved pickled carrots when enjoying anything Mexican...these are so good!!!!",,,,
Catherines Pickled Blueberries,dessert,Think of this as blueberries with a bite. My friend Catherine serves this sweet/tangy sauce spooned over ripened goat cheese for a knock-'em-dead appetizer.,,,,
Old-Fashioned Potato Salad,dinner,"This potato salad recipe is for the traditional creamy type of potato salad, with eggs, celery, and relish. It's perfect for making ahead to let the flavors develop.",,,,
"Marinated Cucumber, Onion, and Tomato Salad",dinner,"This easy cucumber, onion, and tomato salad is perfect for a warm summer day.",,,,
Chex Muddy Buddies,lunch,Muddy buddies is an easy no-bake sweet and crunchy cereal snack mix. Another popular name for this favorite mix is puppy food. Chow down  it's doggone good! Store muddy buddies in an airtight container in the refrigerator.,,,,
Chef Johns Buttermilk Fried Chicken,lunch,"Buttermilk fried chicken that's incredibly tender, thanks to tangy buttermilk. After the buttermilk soak, dredge the chicken pieces in seasoned flour and fry them in hot oil until crisp and golden.",,,,
Triple-Dipped Fried Chicken,dinner,"This fried chicken batter yields the crispiest, spiciest, homemade fried chicken I have ever tasted! It has been a picnic favorite in my family for years and tastes equally good served hot or cold.",,,,
Banh Mi,lunch,"This banh mi (Vietnamese sandwich) is made with chicken and full of pickled vegetables. My husband works around a lot of Vietnamese restaurants, and I was making him bring me home these tasty sandwiches. Finally I attempted to make one, and here it is. I also love the pickled vegetables, so I make sure there are plenty of those.",,,,
Pasta Salad with Homemade Dressing,lunch,"A homemade Italian pasta salad dressing takes this simple pasta salad loaded with veggies, cheese, pepperoni, and olives to a whole new level! Serve it right away or make it ahead for packed lunches, picnics, or summer barbecues.",,,,
Cedar Planked Salmon,dinner,This cedar plank salmon is a dish my brother prepared for me in Seattle. It is by far the best salmon I've ever eaten. I like to serve it with an Asian-inspired rice and roasted asparagus.,,,,
