recipe name,Category,Description,Instructions,Grocery Items,Grocery Quantities,Grocery Types,Total Time,Serving Size,Fused Grocery,Total Calories,Total Protein,Total Fat,Total Carbs,Total Cost
Pumpkin Pie from Almond Breeze,dessert,"This traditional pumpkin pie with cinnamon, ginger, and cloves uses vanilla almondmilk for extra creaminess and flavor.","Preheat oven to 350 degrees.
In a large bowl, combine eggs, egg yolk, sugar, cinnamon, salt, nutmeg, ginger and ground cloves.
Gradually stir in Original or Vanilla Almond Breeze, then stir in pumpkin puree.
Pour filling into premade pie shell.
Bake for 50 to 55 minutes or until filling is set.","eggs
egg yolk
sugar
ground cinnamon
salt
nutmeg
ground ginger
ground cloves
original or vanilla unsweetened almond breeze almondmilk
pumpkin puree
unbaked pie shell","[3.0, 1.0, 1.0, 2.0, 1.0, 0.5, 0.25, 0.25, 2.0, 2.0, 1.0]","

cup
teaspoon
teaspoon
teaspoon
teaspoon
teaspoon
cup
cup
",,6.0,"of eggs
of egg yolk
cup of sugar
teaspoon of ground cinnamon
teaspoon of salt
teaspoon of nutmeg
teaspoon of ground ginger
teaspoon of ground cloves
cup of original or vanilla unsweetened almond breeze almondmilk
cup of pumpkin puree
of unbaked pie shell",1726.0,29.5,48.5,289.85,5.1425
Sugarless Pumpkin Pie II,dessert,A good pie for the diabetic and doesn't have an aftertaste.,"Preheat oven to 350 degrees F (175 degrees C).
In a medium bowl whisk together egg, sugar substitute, and pumpkin pie spice until well blended. Add pumpkin and milk to egg mixture, and stir until smooth. Pour mixture into pie shell.
Place pie on a baking sheet and bake in preheated oven for 30 minutes, or until set in center.","pie shell
egg
granulated artificial sweetener
pumpkin pie spice
pumpkin puree
evaporated milk","[1.0, 1.0, 6.0, 1.0, 1.0, 1.0]","

packets
teaspoon
cup
cup",,8.0,"of pie shell
of egg
packets of granulated artificial sweetener
teaspoon of pumpkin pie spice
cup of pumpkin puree
cup of evaporated milk",737.0,20.0,30.0,65.0,2.38
Pumpkin Pie Squares,dessert,"This recipe includes an oatmeal crust, pumpkin custard and a chopped nut topping.","Preheat oven to 350 degrees F (175 degrees C). Spray or grease one 9x13 inch pan.
Mix together the flour, oatmeal, brown sugar and butter or margarine. Press into pan; bake for 20 minutes or until golden brown.
In a large deep metal bowl, beat egg whites until soft peaks form.
Blend together the pumpkin, evaporated milk, egg whites, sugar, salt, cinnamon, ginger and clove. Pour custard into baked crust; bake for 30 minutes or until firm.
Mix together the chopped nuts, brown sugar and butter. Sprinkle topping on custard and bake additional 15 minutes. Remove from oven and allow to cool. Cut into squares and top with whipped cream if desired.","all-purpose flour
rolled oats
packed brown sugar
butter
pumpkin puree
evaporated milk
egg whites
white sugar
salt
ground cinnamon
ground ginger
ground cloves
chopped walnuts
packed brown sugar
butter
whipped cream","[1.0, 0.5, 0.5, 0.5, 2.0, 1.0, 2.0, 0.75, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 2.0, 1.0]","cup
cup
cup
cup
cup
 can

cup
teaspoon
teaspoon
teaspoon
teaspoon
cup
cup
tablespoon
cup",,24.0,"cup of all-purpose flour
cup of rolled oats
cup of packed brown sugar
cup of butter
cup of pumpkin puree
 can of evaporated milk
of egg whites
cup of white sugar
teaspoon of salt
teaspoon of ground cinnamon
teaspoon of ground ginger
teaspoon of ground cloves
cup of chopped walnuts
cup of packed brown sugar
tablespoon of butter
cup of whipped cream",3731.5,35.65,179.0,502.05,4.59
Pecan Pumpkin Pie I,dessert,A combination of the best pies: Pecan and Pumpkin!,"Combine eggs, sugars, flour, spices and salt. Blend in pumpkin. Gradually add milk; mix well.
Pour into 9-inch pie shell. Bake in 450 degree F (230 degrees C) oven 10 minutes. Reduce heat to 350 degrees F (175 degrees C) and bake 40 to 50 minutes longer.
Sprinkle pecan mixture over pie the last 10 minutes before removing from the oven.
To Make Topping: Combine 2 tablespoons butter, 1 tablespoon grated orange rind, 1/4 cup brown sugar and 3/4 cup whole pecans.","eggs
white sugar
packed brown sugar
all-purpose flour
ground cinnamon
ground nutmeg
ground ginger
salt
solid pack pumpkin puree
sweetened condensed milk
butter
orange zest
packed brown sugar
pecan halves","[2.0, 0.5, 0.5, 1.0, 1.0, 0.25, 0.25, 0.5, 2.0, 1.0, 2.0, 1.0, 0.25, 0.75]","
cup
cup
tablespoon
teaspoon
teaspoon
teaspoon
teaspoon
cup
 can
tablespoon
tablespoon
cup
cup",,8.0,"of eggs
cup of white sugar
cup of packed brown sugar
tablespoon of all-purpose flour
teaspoon of ground cinnamon
teaspoon of ground nutmeg
teaspoon of ground ginger
teaspoon of salt
cup of solid pack pumpkin puree
 can of sweetened condensed milk
tablespoon of butter
tablespoon of orange zest
cup of packed brown sugar
cup of pecan halves",1657.0,18.875,48.15,298.9,4.0125
Our 10 Best Pumpkin Pie Recipes of All Time Are the Pick of the Pumpkin Patch,dessert,"Bailey Fink is a devout home cook and assistant editor at Allrecipes. She has written over 200 stories covering everything from cooking methods and storage techniques to grocery shopping on a budget, how-to guides, product reviews, and important food-related news.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Pumpkin Custard Pie I,dessert,An authentic Amish recipe!,"Preheat oven to 375 degrees F (190 degrees C).
In a large mixing bowl combine pumpkin, eggs, flour, brown sugar, white sugar, salt, nutmeg, cinnamon, and milk. Beat until smooth. Pour into pastry-lined pie plate.
Bake in preheated oven for 50 minutes, or until set in center.","pie shell
pumpkin puree
eggs
all-purpose flour
packed light brown sugar
white sugar
salt
ground nutmeg
ground cinnamon
milk","[1.0, 1.0, 3.0, 1.0, 0.25, 0.5, 0.5, 1.0, 0.5, 2.0]","
cup

tablespoon
cup
cup
teaspoon
teaspoon
teaspoon
cup",,8.0,"of pie shell
cup of pumpkin puree
of eggs
tablespoon of all-purpose flour
cup of packed light brown sugar
cup of white sugar
teaspoon of salt
teaspoon of ground nutmeg
teaspoon of ground cinnamon
cup of milk",1541.5,40.5,48.3,226.95,2.97
Our 10 Best Pumpkin Seed Recipes Make Perfect Autumn Snacks,appetizer,"Bailey Fink is a devout home cook and assistant editor at Allrecipes. She has written over 200 stories covering everything from cooking methods and storage techniques to grocery shopping on a budget, how-to guides, product reviews, and important food-related news.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
8 Ways to Season and Sweeten Pumpkin Seeds,appetizer,"Pumpkin seeds are the unintentional gift of a pumpkin  but many cooks consider them a bit of a problem. Whether you've been carving jack o' lanterns or you've been scooping out sugar pumpkins for pie making, all too often these tiny white nuisances end up in the trash. However, prepping and roasting pumpkin seeds turns them into a shareable snack that will keep your family or guests coming back for more. Roasted pumpkin seeds become incredibly crisp and can soak up a lot of flavors. Here are some ideas.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
20 Budget-Friendly Cocktails for a Crowd,drink,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Lemon Poppy Seed Loaf,dessert,"This has a nice fresh lemon flavor. Makes nice muffins, also.","Preheat oven to 350 degrees F (175 degrees C). Heavily grease and flour two 9x5 inch loaf pans.
Sift together flour, baking soda, and salt. Set aside.
In a large bowl, cream butter or margarine, and sugar until light and fluffy. Beat in eggs, one at a time.
Mix lemon juice and yogurt together and add alternately with the sifted flour mixture to the butter mixture. Mix until just blended. Stir in lemon rind and poppy seeds. Pour mixture into prepared pans and smooth tops.
Bake at 350 degrees F (175 degrees C) for 50 minutes or until browned and a knife inserted in the center comes out clean. Cool on rack for 15 minutes before turning out of pans.","all-purpose flour
baking soda
salt
butter
white sugar
eggs
lemon juice
plain yogurt
lemon zest
poppy seeds","[3.0, 1.5, 0.75, 0.75, 2.0, 3.0, 0.5, 0.75, 3.0, 0.5]","cup
teaspoon
teaspoon
cup
cup

cup
cup
tablespoon
cup",,24.0,"cup of all-purpose flour
teaspoon of baking soda
teaspoon of salt
cup of butter
cup of white sugar
of eggs
cup of lemon juice
cup of plain yogurt
tablespoon of lemon zest
cup of poppy seeds",4682.75,69.075,181.55,705.45,3.4975
14 Traditional Recipes for Your Purim Feast,appetizer,"Hannah Klinger is a writer, editor, and content manager at Savory Magazine. She has a passion for helping home cooks build their confidence in the kitchen with hacks, how-tos, and guides to inspire them to try something new. She's contributed to America's Test Kitchen, Cooking Light, Food & Wine, EatingWell, and more.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
7 Hamantaschen Recipes for Purim,lunch,"Ita Mac Airt is a freelance food writer specializing in global cuisine and easy-to-follow recipes. Before freelancing, she worked on the Allrecipes team as a content producer and Regional Content Manager for the European sites for 15 years.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Poppy Seed Cake I,dessert,"This cake is moist and delicious; especially so if you love the flavoring of almond extract. The cake is lovely and unusual to look at: white with black dots from the poppy seeds; filled and topped with yellow almond flavored custard. It's easy to take to a picnic, potluck or gourmet dinner. Just take the two cake layers and the bowl of custard. Assemble at your destination. Always a hit.","Soak poppy seeds in water for 2 hours. Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8 inch round cake pans. Sift nonfat dry milk, flour and baking powder together, and set aside.
Cream butter and sugar together until light and fluffy.
Add 1/4 of the flour mixture to the creamed butter mixture and beat well. Continue to add the flour mixture alternately with the poppy seeds and water, beating well after each addition.
Beat egg whites until stiff and gently fold into batter. Pour batter into prepared pans.
Bake at 350 degrees F (175 degrees C) for 30 minutes. Cool, then fill and top with Almond Custard Filling before, if desired.","poppy seeds
water
butter
white sugar
nonfat dry milk powder
sifted all-purpose flour
baking powder
egg whites","[0.75, 0.75, 0.75, 1.5, 0.5, 2.0, 2.0, 4.0]","cup
cup
cup
cup
cup
cup
teaspoon
",,20.0,"cup of poppy seeds
cup of water
cup of butter
cup of white sugar
cup of nonfat dry milk powder
cup of sifted all-purpose flour
teaspoon of baking powder
of egg whites",3942.0,69.675,174.0,554.65,2.57
Hamantashen II,dessert,Filled cookie dough.,"Beat eggs, add oil and mix. Add the sugar, vanilla, baking powder and salt. Add the flour gradually and mix well.
Refrigerate a few hours or overnight.
Kneed dough until it becomes soft enough to roll. Cut dough with three inch cup or three inch round cookie cutters. Put about 1 tablespoon of pie filling into the middle of each circle. Fold up the edges of the circle into the middle and pinch together.
Bake at 350 degrees F (180 degrees C) for 20 minutes.","eggs
vegetable oil
white sugar
vanilla extract
baking powder
salt
all-purpose flour
apple pie filling","[4.0, 1.0, 1.25, 2.0, 3.0, 0.5, 5.5, 1.0]","
cup
cup
teaspoon
teaspoon
teaspoon
cup
 can",,17.0,"of eggs
cup of vegetable oil
cup of white sugar
teaspoon of vanilla extract
teaspoon of baking powder
teaspoon of salt
cup of all-purpose flour
 can of apple pie filling",5702.0,84.5,249.5,763.85,3.315
Apricot Almond Rugalach,dessert,These cookies freeze well either baked or unbaked. Extremely dainty and delicious cookie. You can also sprinkle the top with coarse sugar.,"To Make Pastry: Place the flour in a bowl. Cut the butter into the flour and blend until the mixture resembles coarse crumbs. Cut the cream cheese into small cubes and rub into the flour-butter mixture. Knead until the dough forms a ball. Cut dough in half, wrap each half in plastic wrap and refrigerate.
To Make Filling: Stir the apricot jam until it is spreadable. In a bowl combine the sugar with the chopped nuts and grated lemon peel.
To Assemble: On a lightly floured surface roll out each half of dough. The larger and thinner the circle the crisper the cookies will be. Each circle should be at least 9 inches in diameter. Spread each circle with jam and sprinkle with the almond mixture.
Cut each circle into twelve wedges. Roll each wedge up tightly from the outside edges. Turn edges slightly to form a crescent. Place crescents on a parchment lined baking sheet about 1 inch apart. Repeat until all cookies are shaped.
Preheat oven to 350 degrees F (175 degrees C).
Beat egg and brush cookies with beaten egg. Sprinkle with nuts. Bake cookies for 20 to 25 minutes or until golden brown. Let cookies cool on wire wracks then dust with sifted confectioners' sugar.","all-purpose flour
unsalted butter
cream cheese
apricot jam
white sugar
toasted and chopped almonds
lemon zest
egg
chopped almonds
sifted confectioners' sugar","[1.0, 0.5, 4.0, 0.75, 0.25, 0.5, 1.0, 1.0, 1.0, 1.0]","cup
cup
ounces
cup
cup
cup
teaspoon

cup
cup",,24.0,"cup of all-purpose flour
cup of unsalted butter
ounces of cream cheese
cup of apricot jam
cup of white sugar
cup of toasted and chopped almonds
teaspoon of lemon zest
of egg
cup of chopped almonds
cup of sifted confectioners' sugar",3528.5,52.95,186.0,412.55,6.36
Poppy Seed Cookies III,dessert,Add these speckled treats to your holiday cookie trays. Easy to make ahead and freeze.,"In a medium bowl, cream the shortening and sugar together until fluffy. Stir in the egg, poppy seeds, yogurt and orange zest. Sift the flour and baking powder together; mix into the creamed mixture. Divide dough into 3 portions, wrap in plastic, and chill overnight.
Preheat oven to 350 degrees F (175 degrees C).
Cut dough logs into 1/4-inch slices. Place circles onto an unprepared cookie sheet and bake for 8 to 10 minutes in the preheated oven. Transfer cookies to wire racks to cool.","shortening
white sugar
egg
poppy seeds
plain yogurt
orange zest
all-purpose flour
baking powder","[1.0, 0.75, 1.0, 0.25, 2.0, 1.5, 2.5, 0.5]","cup
cup

cup
tablespoon
teaspoon
cup
teaspoon",,18.0,"cup of shortening
cup of white sugar
of egg
cup of poppy seeds
tablespoon of plain yogurt
teaspoon of orange zest
cup of all-purpose flour
teaspoon of baking powder",2799.0,39.0,118.95,391.65,1.89
Poppy Seed Cookies II,lunch,"I always make these with orange peel, but lemon peel works just as well for all you lemon lovers out there.","Combine the butter, sugar, egg yolks, lemon or orange zest, nutmeg and salt. Beat until light and fluffy.
Sift the flour, then add it and the poppy seeds to the butter mixture. Mix until just combined.
Divide dough into 4 equal parts. Form each piece into a 2 inch diameter cylinder and wrap in plastic and refrigerate for 2 hours or until firm. At this point you can freeze the dough for later use.
Preheat oven to 350 degrees F (175 degrees C).
Cut dough cylinders into 1/4 inch thick slices and place on ungreased baking sheets. Bake at 350 degrees F (175 degrees C) for 9 minutes. Let cookies cool on sheets for 2 minutes, then transfer to wire racks to cool. Once cool, store in an airtight container.","unsalted butter
white sugar
egg yolks
grated orange zest
ground nutmeg
salt
cake flour
poppy seeds","[1.0, 1.0, 2.0, 2.0, 0.5, 0.25, 2.25, 2.0]","cup
cup

tablespoon
teaspoon
teaspoon
cup
tablespoon",,24.0,"cup of unsalted butter
cup of white sugar
of egg yolks
tablespoon of grated orange zest
teaspoon of ground nutmeg
teaspoon of salt
cup of cake flour
tablespoon of poppy seeds",2767.75,37.45,106.35,415.8,4.0525
